matchsource,matchseq,matchid,mapid,time,p_date,bnetid,heroid,teamid,eventtype,roletype,pos_x,pos_y,pos_z,amount
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2785780,20160327,50706910,207165582859042819,1,damage,giver,41.662109375,60.517578125,-153.4638671875,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2797923,20160327,50706910,207165582859042819,1,damage,giver,35.6669921875,59.00390625,-162.7109375,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2944677,20160327,74845701,207165582859042823,0,damage,giver,22.201171875,57.447265625,-153.8828125,50.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2615484,20160327,52169656,207165582859042920,0,damage,giver,32.201171875,57.81640625,-154.3154296875,5.1412763595581055
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2678241,20160327,303069913,207165582859042920,1,damage,giver,15.0908203125,60.369140625,-153.3837890625,1.034999966621399
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2801495,20160327,55382056,207165582859042926,0,damage,giver,33.78515625,57.724609375,-153.884765625,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2802544,20160327,55894603,207165582859042937,1,damage,giver,24.62890625,57.365234375,-155.841796875,32.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2677811,20160327,50706910,207165582859042819,1,damage,giver,33.1650390625,60.208984375,-165.5244140625,10.932950973510742
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2849516,20160327,56472522,207165582859042825,1,damage,giver,31.685546875,57.365234375,-156.625,6.300000190734863
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2860100,20160327,51730318,207165582859042926,1,damage,giver,27.181640625,60.4658203125,-164.857421875,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3067320,20160327,56472522,207165582859042825,1,damage,giver,27.1826171875,57.36328125,-157.5263671875,5.759999752044678
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3197301,20160327,56472522,207165582859042825,1,damage,giver,44.708984375,60.3681640625,-153.3583984375,3.8400001525878906
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3289440,20160327,111109783,207165582859042938,0,damage,giver,25.77734375,57.365234375,-156.9560546875,16.5
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2859288,20160327,55382056,207165582859042926,0,damage,giver,39.2763671875,62.1748046875,-159.9736328125,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2868818,20160327,51730318,207165582859042926,1,damage,giver,22.611328125,57.365234375,-153.7978515625,120.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2572244,20160327,79177,207165582859042938,1,damage,giver,20.1865234375,57.587890625,-159.5947265625,64.5621337890625
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2679957,20160327,50706910,207165582859042819,1,damage,giver,33.4208984375,57.3681640625,-154.181640625,12.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2885874,20160327,74845701,207165582859042823,0,damage,giver,35.759765625,59.1943359375,-163.20703125,75.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3273153,20160327,79177,207165582859042938,1,damage,giver,22.8955078125,57.369140625,-148.91796875,11.504136085510254
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2563682,20160327,56472522,207165582859042826,1,damage,giver,7.291015625,66.36328125,-149.0087890625,2.880000114440918
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2569577,20160327,55382056,207165582859042926,0,damage,giver,38.43359375,62.13671875,-164.212890625,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2749403,20160327,50706910,207165582859042819,1,damage,giver,34.6533203125,57.3681640625,-152.640625,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3073206,20160327,50706910,207165582859042819,1,damage,giver,48.138671875,60.3681640625,-158.4365234375,12.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3030037,20160327,79177,207165582859042938,1,damage,giver,45.076171875,60.369140625,-154.27734375,9.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2957528,20160327,55382056,207165582859042926,0,damage,giver,35.5693359375,57.4443359375,-156.646484375,120.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3298057,20160327,50706910,207165582859042819,1,damage,giver,36.341796875,59.1181640625,-162.9765625,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2581631,20160327,50706910,207165582859042819,1,damage,giver,32.0634765625,57.3681640625,-157.5185546875,12.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2759922,20160327,56472522,207165582859042825,1,damage,giver,31.7236328125,57.369140625,-153.416015625,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2494329,20160327,111109783,207165582859042938,0,damage,giver,37.51171875,58.935546875,-152.37890625,7.347643852233887
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2510852,20160327,111109783,207165582859042938,0,damage,giver,29.9921875,60.3681640625,-174.181640625,14.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2567671,20160327,52169656,207165582859042920,0,damage,giver,23.7685546875,57.3681640625,-159.0205078125,35.295448303222656
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2769534,20160327,55382056,207165582859042926,0,damage,giver,33.802734375,59.115234375,-160.892578125,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2520681,20160327,79177,207165582859042938,1,damage,giver,34.87109375,57.369140625,-153.9423828125,12.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2618005,20160327,74845701,207165582859042823,0,damage,giver,31.814453125,57.365234375,-153.10546875,50.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3228583,20160327,50706910,207165582859042819,1,damage,giver,20.1171875,60.390625,-168.6533203125,2.1791434288024902
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3238255,20160327,79177,207165582859042938,1,damage,giver,29.3525390625,57.369140625,-159.126953125,36.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2970004,20160327,50706910,207165582859042819,1,damage,giver,25.1865234375,57.3681640625,-142.849609375,12.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2660762,20160327,74845701,207165582859042823,0,damage,giver,-2.2392578125,60.365234375,-166.228515625,295.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2690287,20160327,50020166,207165582859042857,0,damage,giver,21.302734375,60.3828125,-167.375,28.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2801161,20160327,56472522,207165582859042825,1,damage,giver,31.7802734375,57.365234375,-155.2470703125,40.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2891446,20160327,111109783,207165582859042938,0,damage,giver,33.9248046875,57.369140625,-155.1630859375,1.531095266342163
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3054366,20160327,303069913,207165582859042920,1,damage,giver,20.90625,58.10546875,-153.994140625,30.668743133544922
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3146666,20160327,111109783,207165582859042938,0,damage,giver,37.1494140625,58.537109375,-152.7236328125,24.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3308059,20160327,50706910,207165582859042819,1,damage,giver,29.0849609375,57.365234375,-153.7138671875,12.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3093730,20160327,51730318,207165582859042926,1,damage,giver,21.740234375,57.6474609375,-154.7626953125,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3259111,20160327,70516858,207165582859042825,0,damage,giver,27.1533203125,57.365234375,-154.5224609375,5.760000228881836
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3277344,20160327,79177,207165582859042938,1,damage,giver,25.1982421875,57.365234375,-160.208984375,1.5
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3071732,20160327,55382056,207165582859042926,0,damage,giver,37.9013671875,59.2607421875,-151.9775390625,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3269490,20160327,79177,207165582859042938,1,damage,giver,23.4794921875,57.365234375,-151.0009765625,4.26064920425415
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3016469,20160327,52169656,207165582859042920,0,damage,giver,40.517578125,60.53125,-152.7734375,1.9200003147125244
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2548866,20160327,52169656,207165582859042920,0,damage,giver,41.9599609375,61.1123046875,-153.337890625,13.240001678466797
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2600913,20160327,303069913,207165582859042920,1,damage,giver,20.1728515625,60.5146484375,-165.59765625,1.9200005531311035
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2872243,20160327,111109783,207165582859042938,0,damage,giver,44.7998046875,60.3681640625,-153.66015625,14.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3262590,20160327,50020166,207165582859042821,0,damage,giver,3.3935546875,60.365234375,-166.552734375,75.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3145904,20160327,50706910,207165582859042819,1,damage,giver,46.095703125,60.365234375,-161.5888671875,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2627955,20160327,52169656,207165582859042920,0,damage,giver,30.8564453125,57.369140625,-156.1708984375,15.590555191040039
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2723655,20160327,55894603,207165582859042937,1,damage,giver,25.7548828125,57.3681640625,-152.3876953125,11.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3053080,20160327,111109783,207165582859042938,0,damage,giver,22.720703125,57.365234375,-147.50390625,16.5
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3207497,20160327,70516858,207165582859042937,0,damage,giver,31.9150390625,57.365234375,-143.0322265625,11.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2552200,20160327,50706910,207165582859042819,1,damage,giver,23.2109375,57.3662109375,-151.1435546875,5.164202690124512
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2569910,20160327,55382056,207165582859042926,0,damage,giver,38.703125,61.3271484375,-165.865234375,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2797352,20160327,56472522,207165582859042825,1,damage,giver,26.5029296875,57.365234375,-151.6083984375,1.0199999809265137
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2798732,20160327,74845701,207165582859042823,0,damage,giver,22.0595703125,57.369140625,-151.7919921875,70.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2737978,20160327,52169656,207165582859042920,0,damage,giver,33.4970703125,57.3681640625,-151.7255859375,23.580699920654297
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2492806,20160327,111109783,207165582859042938,0,damage,giver,35.62890625,57.560546875,-152.2412109375,20.504108428955078
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2613435,20160327,50706910,207165582859042819,1,damage,giver,34.814453125,57.3681640625,-152.0517578125,10.895782470703125
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2664622,20160327,52169656,207165582859042920,0,damage,giver,22.373046875,57.365234375,-152.95703125,9.447469711303711
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2740021,20160327,51730318,207165582859042818,1,damage,giver,16.875,60.853515625,-169.439453125,16.6799373626709
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2729323,20160327,52169656,207165582859042920,0,damage,giver,22.94921875,57.365234375,-151.4482421875,15.199999809265137
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2724132,20160327,74845701,207165582859042823,0,damage,giver,32.791015625,57.611328125,-160.7060546875,45.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3010136,20160327,50706910,207165582859042819,1,damage,giver,35.935546875,60.5,-166.2470703125,3.6358652114868164
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2680623,20160327,56472522,207165582859042825,1,damage,giver,29.4462890625,57.3662109375,-157.705078125,5.760000228881836
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2690668,20160327,303069913,207165582859042920,1,damage,giver,17.4482421875,60.3994140625,-152.7568359375,78.26058197021484
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2860813,20160327,303069913,207165582859042920,1,damage,giver,24.3916015625,57.322265625,-155.7724609375,84.23960876464844
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2640812,20160327,50020166,207165582859042857,0,damage,giver,27.76953125,60.6435546875,-172.46875,56.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2724227,20160327,303069913,207165582859042920,1,damage,giver,26.1474609375,57.73828125,-163.4033203125,71.9198226928711
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2934439,20160327,50020166,207165582859042857,0,damage,giver,32.7158203125,57.365234375,-150.091796875,28.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2935441,20160327,56472522,207165582859042825,1,damage,giver,32.6953125,57.3681640625,-158.2431640625,5.760000228881836
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3101730,20160327,51730318,207165582859042926,1,damage,giver,22.3310546875,57.365234375,-154.7705078125,21.073535919189453
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2473624,20160327,55894603,207165582859042937,1,damage,giver,25.4755859375,57.365234375,-155.451171875,16.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2690668,20160327,303069913,207165582859042920,1,damage,giver,17.4482421875,60.3994140625,-152.7568359375,77.96041107177734
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2724322,20160327,111109783,207165582859042938,0,damage,giver,33.0771484375,57.369140625,-154.5810546875,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2900351,20160327,56472522,207165582859042825,1,damage,giver,23.845703125,57.369140625,-153.943359375,6.420000076293945
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2746591,20160327,50706910,207165582859042819,1,damage,giver,30.638671875,57.3681640625,-152.853515625,12.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2510089,20160327,52169656,207165582859042920,0,damage,giver,37.3173828125,58.6826171875,-155.248046875,1.860000491142273
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2567861,20160327,55382056,207165582859042926,0,damage,giver,39.4091796875,62.1845703125,-160.732421875,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3192118,20160327,56472522,207165582859042825,1,damage,giver,50.2021484375,60.365234375,-153.7880859375,2.880000114440918
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3255158,20160327,111109783,207165582859042938,0,damage,giver,28.2880859375,57.369140625,-141.279296875,9.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2629239,20160327,79177,207165582859042938,1,damage,giver,32.876953125,57.3681640625,-148.578125,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2796687,20160327,56472522,207165582859042825,1,damage,giver,24.3232421875,57.6943359375,-151.0361328125,2.880000114440918
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2832937,20160327,50020166,207165582859042857,0,damage,giver,24.24609375,59.93359375,-162.9794921875,28.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3052937,20160327,56472522,207165582859042825,1,damage,giver,26.33203125,57.365234375,-153.4697265625,5.760000228881836
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2501423,20160327,52169656,207165582859042920,0,damage,giver,30.234375,57.369140625,-155.9951171875,5.8306379318237305
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2689763,20160327,50706910,207165582859042819,1,damage,giver,45.650390625,60.3681640625,-154.1875,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3135149,20160327,51730318,207165582859042926,1,damage,giver,25.986328125,58.302734375,-155.8173828125,12.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3191927,20160327,56472522,207165582859042825,1,damage,giver,51.234375,60.3642578125,-153.712890625,6.720000267028809
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2516442,20160327,55382056,207165582859042926,0,damage,giver,42.0615234375,61.287109375,-160.0419921875,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2615293,20160327,74845701,207165582859042823,0,damage,giver,26.703125,57.369140625,-154.865234375,100.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3071732,20160327,55894603,207165582859042937,1,damage,receiver,16.806640625,60.7880859375,-155.16015625,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3184289,20160327,74845701,207165582859042823,0,damage,receiver,23.8310546875,57.365234375,-141.765625,8.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3214496,20160327,70516858,207165582859042937,0,damage,receiver,37.0029296875,59.0986328125,-163.6220703125,8.000000953674316
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3269490,20160327,74845701,207165582859042823,0,damage,receiver,22.0771484375,58.919921875,-162.6611328125,4.26064920425415
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3016469,20160327,51730318,207165582859042926,1,damage,receiver,29.046875,57.36328125,-157.408203125,1.9200003147125244
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2548866,20160327,79177,207165582859042938,1,damage,receiver,33.4599609375,57.369140625,-152.6240234375,13.240001678466797
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2600913,20160327,52169656,207165582859042920,0,damage,receiver,28.1416015625,57.36328125,-154.0556640625,1.9200005531311035
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2872243,20160327,303069913,207165582859042920,1,damage,receiver,11.373046875,61.1201171875,-152.7060546875,14.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2911068,20160327,74845701,207165582859042823,0,damage,receiver,21.0546875,57.369140625,-157.8291015625,8.000000953674316
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3262590,20160327,56472522,207165582859042917,1,damage,receiver,-2.09765625,60.369140625,-154.5234375,75.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3128100,20160327,55894603,207165582859042937,1,damage,receiver,29.0859375,58.2958984375,-154.5869140625,8.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3145904,20160327,52169656,207165582859042920,0,damage,receiver,39.9140625,60.2978515625,-154.5087890625,6.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2627955,20160327,79177,207165582859042938,1,damage,receiver,32.8662109375,57.3681640625,-150.0947265625,15.590555191040039
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2723655,20160327,111109783,207165582859042938,0,damage,receiver,32.6826171875,57.369140625,-154.330078125,11.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2862289,20160327,52169656,207165582859042920,0,damage,receiver,33.20703125,57.3681640625,-152.7587890625,8.583333969116211
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2955910,20160327,56472522,207165582859042825,1,damage,receiver,38.0439453125,58.9921875,-153.9287109375,8.000000953674316
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3053080,20160327,56472522,207165582859042825,1,damage,receiver,25.44921875,57.365234375,-153.0654296875,16.5
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3187241,20160327,50020166,207165582859042821,0,damage,receiver,44.796875,60.365234375,-155.509765625,8.000000953674316
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3207497,20160327,56472522,207165582859042825,1,damage,receiver,28.0869140625,57.365234375,-141.654296875,11.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3158952,20160327,79177,207165582859042938,1,damage,receiver,23.14453125,57.369140625,-150.5390625,8.000000953674316
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3187621,20160327,55894603,207165582859042937,1,damage,receiver,20.203125,57.37890625,-155.9716796875,8.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2552200,20160327,74845701,207165582859042823,0,damage,receiver,34.384765625,57.3876953125,-154.34765625,5.164202690124512
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2569910,20160327,51730318,207165582859042880,1,damage,receiver,20.4150390625,59.8046875,-164.291015625,17.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2614674,20160327,50706910,207165582859042819,1,damage,receiver,39.134765625,59.771484375,-152.630859375,8.000000953674316
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2710618,20160327,52169656,207165582859042920,0,damage,receiver,24.4677734375,57.3681640625,-151.95703125,8.000000953674316
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2797352,20160327,52169656,207165582859042920,0,damage,receiver,31.84375,57.369140625,-151.9619140625,1.0199999809265137
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2798732,20160327,56472522,207165582859042825,1,damage,receiver,24.916015625,57.365234375,-150.9599609375,70.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2886160,20160327,50020166,207165582859042857,0,damage,receiver,33.2236328125,57.3681640625,-158.8095703125,8.0
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,3159047,20160327,303069913,207165582859042920,1,damage,receiver,20.2373046875,57.703125,-160.2421875,7.166667461395264
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2737978,20160327,79177,207165582859042938,1,damage,receiver,32.7529296875,57.7861328125,-143.33203125,23.580699920654297
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2794925,20160327,79177,207165582859042938,1,damage,receiver,26.5224609375,60.5107421875,-172.4970703125,8.000000953674316
134726424521015543,8890167282009964556,134726424521015543|8890167282009964556,576460752303425133,2869674,20160327,55894603,207165582859042937,1,damage,receiver,16.6513671875,62.3427734375,-160.458984375,8.000000953674316
